Protein,Protein Accession,Protein Gene,MS Level,Fold Change Result,Fold Change,Min Fold Change,Max Fold Change,Adjusted P-Value,Log 2 Fold Change
sp|Q9P1F3|ABRAL_HUMAN,Q9P1F3,ABRACL,2,2.9 (95% CI:0.11 to 77.36),2.8997,0.1087,77.363,4.80670424E-1,1.5359
sp|Q9UKL6|PPCT_HUMAN,Q9UKL6,PCTP,2,3.71 (95% CI:1.31 to 10.52),3.713,1.3106,10.5187,4.79268650E-2,1.8926
sp|Q9Y3C5|RNF11_HUMAN,Q9Y3C5,RNF11,2,12.83 (95% CI:4.79 to 34.4),12.833,4.788,34.3959,5.51943698E-3,3.6818
sp|Q9Y4I1|MYO5A_HUMAN,Q9Y4I1,MYO5A,2,2.39 (95% CI:1.5 to 3.8),2.387,1.5009,3.7963,1.50842127E-2,1.2552
sp|A0A075B6K6|LV403_HUMAN,A0A075B6K6,IGLV4-3,2,0.19 (95% CI:0.03 to 1.3),0.1924,0.0284,1.3048,1.16707918E-1,-2.3781
sp|A0A0B4J1U3|LV136_HUMAN,A0A0B4J1U3,IGLV1-36,2,0.24 (95% CI:0.06 to 0.94),0.2443,0.0633,0.9431,7.43074707E-2,-2.0332
sp|O75954|TSN9_HUMAN,O75954,TSPAN9,2,64.95 (95% CI:38.08 to 110.77),64.9502,38.084,110.769,1.66534520E-4,6.0213
sp|P01762|HV311_HUMAN,P01762,IGHV3-11,2,0.2 (95% CI:0.17 to 0.24),0.2038,0.173,0.2401,8.59821447E-5,-2.2948
sp|P01764|HV323_HUMAN,P01764,IGHV3-23,2,0.22 (95% CI:0.18 to 0.25),0.2162,0.1844,0.2534,8.75866932E-5,-2.2099
sp|P07203|GPX1_HUMAN,P07203,GPX1,2,23.86 (95% CI:21.38 to 26.63),23.8637,21.3839,26.6311,5.07317537E-6,4.5767
sp|P07360|CO8G_HUMAN,P07360,C8G,2,0.19 (95% CI:0.17 to 0.2),0.186,0.1733,0.1996,7.68304356E-6,-2.4268
sp|P08637|FCG3A_HUMAN,P08637,FCGR3A,2,0.09 (95% CI:0.04 to 0.21),0.0908,0.04,0.2064,3.72975349E-3,-3.4605
sp|P09619|PGFRB_HUMAN,P09619,PDGFRB,2,11.97 (95% CI:10.83 to 13.23),11.9685,10.8265,13.2309,6.91716132E-6,3.5812
sp|P14151|LYAM1_HUMAN,P14151,SELL,2,1.41 (95% CI:1.14 to 1.74),1.4065,1.1401,1.7351,2.31649760E-2,0.4921
sp|P30084|ECHM_HUMAN,P30084,ECHS1,2,17.59 (95% CI:3.57 to 86.58),17.5864,3.5724,86.5753,1.70919582E-2,4.1364
sp|P37235|HPCL1_HUMAN,P37235,HPCAL1,2,25.86 (95% CI:12.01 to 55.71),25.8627,12.0064,55.7104,1.13213769E-3,4.6928
sp|P49840|GSK3A_HUMAN,P49840,GSK3A,2,3.31 (95% CI:1.12 to 9.84),3.3146,1.1165,9.8408,6.64527460E-2,1.7288
sp|P50402|EMD_HUMAN,P50402,EMD,2,17.26 (95% CI:9.62 to 30.97),17.2587,9.618,30.9694,7.29528258E-4,4.1093
sp|P58166|INHBE_HUMAN,P58166,INHBE,2,2.15 (95% CI:0.89 to 5.18),2.1489,0.8912,5.1816,1.14395051E-1,1.1036
sp|P61626|LYSC_HUMAN,P61626,LYZ,2,0.59 (95% CI:0.51 to 0.68),0.5855,0.5054,0.6782,1.84334027E-3,-0.7724
sp|Q13283|G3BP1_HUMAN,Q13283,G3BP1,2,3.03 (95% CI:1.82 to 5.07),3.0347,1.8169,5.0689,9.68178102E-3,1.6016
sp|Q13568|IRF5_HUMAN,Q13568,IRF5,2,11.66 (95% CI:7.19 to 18.92),11.6643,7.1928,18.9156,6.42295655E-4,3.544
sp|Q15750|TAB1_HUMAN,Q15750,TAB1,2,3.1 (95% CI:0.49 to 19.47),3.0955,0.4921,19.4729,2.20384012E-1,1.6302
sp|Q68DK2|ZFY26_HUMAN,Q68DK2,ZFYVE26,2,0.92 (95% CI:0.52 to 1.61),0.9155,0.5205,1.6102,7.29297031E-1,-0.1274
sp|Q8N9N2|ASCC1_HUMAN,Q8N9N2,ASCC1,2,0.77 (95% CI:0.54 to 1.08),0.7661,0.5424,1.0819,1.46926110E-1,-0.3844
sp|Q96A65|EXOC4_HUMAN,Q96A65,EXOC4,2,1 (95% CI:0.11 to 9.25),0.9976,0.1076,9.2464,9.98857030E-1,-0.0034
sp|Q96K19|RN170_HUMAN,Q96K19,RNF170,2,955.43 (95% CI:0.04 to 21777763.76),955.4259,0.0419,21777763.756,1.83632980E-1,9.9
sp|Q99700|ATX2_HUMAN,Q99700,ATXN2,2,11.84 (95% CI:1.22 to 114.74),11.8403,1.2218,114.7408,6.69023298E-2,3.5656
sp|Q9H2I8|LRMDA_HUMAN,Q9H2I8,LRMDA,2,0.87 (95% CI:0.37 to 2.06),0.8742,0.3714,2.0575,7.28331992E-1,-0.194
sp|Q9HD33|RM47_HUMAN,Q9HD33,MRPL47,2,9.67 (95% CI:1.63 to 57.26),9.6681,1.6325,57.2572,4.63185730E-2,3.2732
sp|Q9NQE9|HINT3_HUMAN,Q9NQE9,HINT3,2,1.65 (95% CI:1.06 to 2.58),1.6502,1.0566,2.5772,6.52723928E-2,0.7226
sp|P02545|LMNA_HUMAN,P02545,LMNA,2,9.79 (95% CI:7.35 to 13.06),9.7949,7.3479,13.0566,1.59284771E-4,3.292
sp|P08240|SRPRA_HUMAN,P08240,SRPRA,2,2.02 (95% CI:1.17 to 3.49),2.0244,1.1744,3.4899,4.43915931E-2,1.0175
sp|P08620|FGF4_HUMAN,P08620,FGF4,2,10.59 (95% CI:1.05 to 106.41),10.5921,1.0544,106.4057,7.80441608E-2,3.4049
sp|P16333|NCK1_HUMAN,P16333,NCK1,2,9.57 (95% CI:2.61 to 35.07),9.5689,2.6112,35.066,1.89126091E-2,3.2584
sp|P17980|PRS6A_HUMAN,P17980,PSMC3,2,15.28 (95% CI:12.88 to 18.14),15.2846,12.8813,18.1362,2.13046071E-5,3.934
sp|P28838|AMPL_HUMAN,P28838,LAP3,2,10.89 (95% CI:8.13 to 14.57),10.8859,8.1308,14.5747,1.44859639E-4,3.4444
sp|P41226|UBA7_HUMAN,P41226,UBA7,2,7.01 (95% CI:6.14 to 8.01),7.0109,6.1384,8.0075,2.66614095E-5,2.8096
sp|P51580|TPMT_HUMAN,P51580,TPMT,2,1.47 (95% CI:0.29 to 7.5),1.4742,0.2899,7.4962,5.94034703E-1,0.5599
sp|P78332|RBM6_HUMAN,P78332,RBM6,2,0.21 (95% CI:0.02 to 2.33),0.2097,0.0189,2.3304,2.00674201E-1,-2.2535
sp|P84095|RHOG_HUMAN,P84095,RHOG,2,26.66 (95% CI:20.91 to 33.99),26.656,20.9065,33.9867,3.29414696E-5,4.7364
sp|Q03519|TAP2_HUMAN,Q03519,TAP2,2,2.52 (95% CI:1.28 to 4.95),2.5176,1.2794,4.9542,3.83659218E-2,1.3321
sp|Q13976|KGP1_HUMAN,Q13976,PRKG1,2,10.29 (95% CI:7.67 to 13.8),10.2929,7.6747,13.8044,1.59145206E-4,3.3636
sp|Q14C86|GAPD1_HUMAN,Q14C86,GAPVD1,2,7.68 (95% CI:4.75 to 12.42),7.6813,4.7516,12.4176,1.12663448E-3,2.9414
sp|Q15643|TRIPB_HUMAN,Q15643,TRIP11,2,0.54 (95% CI:0.04 to 6.99),0.5399,0.0417,6.9856,5.90733512E-1,-0.8893
sp|Q629K1|TRIQK_HUMAN,Q629K1,TRIQK,2,6.71 (95% CI:4.52 to 9.95),6.7072,4.5219,9.9486,7.49411433E-4,2.7457
sp|Q86VB7|C163A_HUMAN,Q86VB7,CD163,2,0.02 (95% CI:0 to 0.08),0.0168,0.0036,0.0792,5.18762945E-3,-5.893
sp|Q8WWQ8|STAB2_HUMAN,Q8WWQ8,STAB2,2,25.63 (95% CI:18.31 to 35.88),25.6282,18.3052,35.8808,8.75866932E-5,4.6797
sp|Q969R2|OSBP2_HUMAN,Q969R2,OSBP2,2,13.6 (95% CI:1.24 to 148.85),13.603,1.2431,148.8526,6.64772222E-2,3.7658
sp|Q96EC8|YIPF6_HUMAN,Q96EC8,YIPF6,2,1.42 (95% CI:0.34 to 5.98),1.4181,0.3363,5.9797,5.87721999E-1,0.504
sp|Q9P2W9|STX18_HUMAN,Q9P2W9,STX18,2,8.53 (95% CI:4.83 to 15.07),8.5316,4.8305,15.0685,1.64286816E-3,3.0928
sp|O75915|PRAF3_HUMAN,O75915,ARL6IP5,2,117.85 (95% CI:96.03 to 144.61),117.8452,96.0313,144.6142,8.17989102E-6,6.8807
sp|O95155|UBE4B_HUMAN,O95155,UBE4B,2,16.28 (95% CI:0.31 to 848.15),16.2845,0.3127,848.1455,1.74538241E-1,4.0254
sp|P00367|DHE3_HUMAN,P00367,GLUD1,2,10.36 (95% CI:8.88 to 12.09),10.3633,8.8804,12.0939,2.44087003E-5,3.3734
sp|P04040|CATA_HUMAN,P04040,CAT,2,8.51 (95% CI:7.22 to 10.04),8.5129,7.2194,10.0382,3.67706016E-5,3.0897
sp|P0DJI9|SAA2_HUMAN,P0DJI9,SAA2,2,0.24 (95% CI:0.18 to 0.31),0.2358,0.1819,0.3057,4.86543598E-4,-2.0842
sp|P61956|SUMO2_HUMAN,P61956,SUMO2,2,11.37 (95% CI:9.03 to 14.31),11.3674,9.0294,14.3108,6.77244209E-5,3.5068
sp|P68036|UB2L3_HUMAN,P68036,UBE2L3,2,16.43 (95% CI:15.19 to 17.77),16.4296,15.1877,17.773,3.20776307E-6,4.0382
sp|Q00059|TFAM_HUMAN,Q00059,TFAM,2,17.22 (95% CI:11.73 to 25.28),17.2159,11.7263,25.2754,1.97281293E-4,4.1057
sp|Q02985|FHR3_HUMAN,Q02985,CFHR3,2,0.2 (95% CI:0.17 to 0.25),0.2034,0.1678,0.2467,1.40524847E-4,-2.2974
sp|Q06830|PRDX1_HUMAN,Q06830,PRDX1,2,9.77 (95% CI:9.12 to 10.46),9.7699,9.1226,10.4632,3.78157736E-6,3.2884
sp|Q14738|2A5D_HUMAN,Q14738,PPP2R5D,2,19.56 (95% CI:13.7 to 27.92),19.558,13.7015,27.9177,1.35441806E-4,4.2897
sp|Q15120|PDK3_HUMAN,Q15120,PDK3,2,1.09 (95% CI:0.5 to 2.36),1.0905,0.5044,2.3575,8.07524049E-1,0.125
sp|Q16181|SEPT7_HUMAN,Q16181,SEPTIN7,2,18.98 (95% CI:18.19 to 19.82),18.9848,18.1869,19.8176,2.11187355E-6,4.2468
sp|Q6IAN0|DRS7B_HUMAN,Q6IAN0,DHRS7B,2,15.36 (95% CI:7.28 to 32.38),15.3578,7.2845,32.3787,1.80573693E-3,3.9409
sp|Q6ZUT6|CCD9B_HUMAN,Q6ZUT6,CCDC9B,2,1.56 (95% CI:0.46 to 5.32),1.5586,0.4566,5.32,4.38950441E-1,0.6403
sp|Q7Z406|MYH14_HUMAN,Q7Z406,MYH14,2,31.09 (95% CI:26.24 to 36.85),31.0921,26.236,36.847,1.17225103E-5,4.9585
sp|Q86T03|PP4P1_HUMAN,Q86T03,PIP4P1,2,11.59 (95% CI:8.25 to 16.29),11.5937,8.2516,16.2894,2.15231772E-4,3.5353
sp|Q96AG4|LRC59_HUMAN,Q96AG4,LRRC59,2,10.71 (95% CI:0.92 to 124.81),10.7138,0.9197,124.81,8.97349309E-2,3.4214
sp|Q96C23|GALM_HUMAN,Q96C23,GALM,2,2.9 (95% CI:0.54 to 15.62),2.9014,0.5388,15.6228,2.09603855E-1,1.5368
sp|Q96GQ5|RUSF1_HUMAN,Q96GQ5,RUSF1,2,4.13 (95% CI:1.8 to 9.5),4.1303,1.7953,9.5024,2.01403703E-2,2.0462
sp|Q96IW7|SC22A_HUMAN,Q96IW7,SEC22A,2,1.69 (95% CI:1.16 to 2.46),1.6894,1.1621,2.4559,3.54462172E-2,0.7565
sp|Q96RL7|VP13A_HUMAN,Q96RL7,VPS13A,2,8.89 (95% CI:6.63 to 11.92),8.8901,6.6276,11.9249,1.94879837E-4,3.1522
sp|Q99643|C560_HUMAN,Q99643,SDHC,2,2.58 (95% CI:0.91 to 7.28),2.5797,0.9145,7.2768,1.02181422E-1,1.3672
sp|Q9BZQ6|EDEM3_HUMAN,Q9BZQ6,EDEM3,2,0.06 (95% CI:0.04 to 0.09),0.0617,0.0409,0.0932,2.62761289E-4,-4.0177
sp|Q9GZQ3|COMD5_HUMAN,Q9GZQ3,COMMD5,2,4.8 (95% CI:2.73 to 8.45),4.8041,2.732,8.4477,4.36537162E-3,2.2643
sp|Q9HBI0|PARVG_HUMAN,Q9HBI0,PARVG,2,225863.81 (95% CI:10822.73 to 4713639.46),225863.8073,10822.7326,4713639.4606,1.30375491E-3,17.7851
sp|Q9NPG4|PCD12_HUMAN,Q9NPG4,PCDH12,2,3.34 (95% CI:1.6 to 6.98),3.3397,1.5975,6.9817,2.27003449E-2,1.7397
sp|Q9NWZ8|GEMI8_HUMAN,Q9NWZ8,GEMIN8,2,15.11 (95% CI:11.21 to 20.36),15.1086,11.2117,20.3599,1.05018868E-4,3.9173
sp|P02647|APOA1_HUMAN,P02647,APOA1,2,0.16 (95% CI:0.15 to 0.18),0.1601,0.1451,0.1767,1.44452059E-5,-2.6427
sp|P10321|HLAC_HUMAN,P10321,HLA-C,2,10.32 (95% CI:7.85 to 13.58),10.32,7.8455,13.5751,1.28569670E-4,3.3674
sp|P15814|IGLL1_HUMAN,P15814,IGLL1,2,0.38 (95% CI:0.24 to 0.61),0.3826,0.2405,0.6088,1.11606846E-2,-1.3859
sp|P32189|GLPK_HUMAN,P32189,GK,2,7.68 (95% CI:6.15 to 9.59),7.6793,6.1468,9.5939,1.02904001E-4,2.941
sp|P36959|GMPR1_HUMAN,P36959,GMPR,2,6.16 (95% CI:1.93 to 19.64),6.163,1.9343,19.6362,2.56310667E-2,2.6236
sp|P51572|BAP31_HUMAN,P51572,BCAP31,2,19.26 (95% CI:7.51 to 49.42),19.2602,7.5062,49.4202,2.93575133E-3,4.2676
sp|P55011|S12A2_HUMAN,P55011,SLC12A2,2,3.72 (95% CI:0.71 to 19.4),3.7209,0.7136,19.4022,1.37984605E-1,1.8956
sp|P55058|PLTP_HUMAN,P55058,PLTP,2,0.97 (95% CI:0.82 to 1.14),0.9688,0.8228,1.1408,6.64328931E-1,-0.0457
sp|Q02952|AKA12_HUMAN,Q02952,AKAP12,2,4.94 (95% CI:0.71 to 34.46),4.9441,0.7095,34.4551,1.28344145E-1,2.3057
sp|Q04771|ACVR1_HUMAN,Q04771,ACVR1,2,3.83 (95% CI:1.55 to 9.44),3.8259,1.5509,9.4378,3.00499054E-2,1.9358
sp|Q13126|MTAP_HUMAN,Q13126,MTAP,2,10.4 (95% CI:8.15 to 13.26),10.3975,8.1535,13.2591,8.78007852E-5,3.3782
sp|Q14254|FLOT2_HUMAN,Q14254,FLOT2,2,29.03 (95% CI:24.73 to 34.08),29.0328,24.7296,34.0849,1.05232399E-5,4.8596
sp|Q5JRX3|PREP_HUMAN,Q5JRX3,PITRM1,2,2.27 (95% CI:1.11 to 4.67),2.2724,1.1068,4.6658,6.26635743E-2,1.1842
sp|Q6DD88|ATLA3_HUMAN,Q6DD88,ATL3,2,19.68 (95% CI:10.41 to 37.21),19.6834,10.411,37.2141,8.27164949E-4,4.2989
sp|Q99536|VAT1_HUMAN,Q99536,VAT1,2,15.92 (95% CI:7.63 to 33.25),15.9241,7.6269,33.2475,1.65550056E-3,3.9931
sp|Q9BTE1|DCTN5_HUMAN,Q9BTE1,DCTN5,2,1.35 (95% CI:1.21 to 1.5),1.3488,1.214,1.4985,4.08587277E-3,0.4316
sp|Q9H2K8|TAOK3_HUMAN,Q9H2K8,TAOK3,2,7.56 (95% CI:5.24 to 10.91),7.5614,5.2399,10.9115,4.98205488E-4,2.9186
sp|Q9Y3C8|UFC1_HUMAN,Q9Y3C8,UFC1,2,2.98 (95% CI:0.51 to 17.4),2.9805,0.5104,17.4046,2.17754349E-1,1.5755
sp|A1L3X0|ELOV7_HUMAN,A1L3X0,ELOVL7,2,0.87 (95% CI:0.01 to 94.62),0.8657,0.0079,94.6226,9.52856145E-1,-0.208
sp|O00151|PDLI1_HUMAN,O00151,PDLIM1,2,15.54 (95% CI:10.88 to 22.2),15.5422,10.8797,22.2028,1.75175348E-4,3.9581
sp|P00739|HPTR_HUMAN,P00739,HPR,2,0.05 (95% CI:0.05 to 0.06),0.0545,0.0505,0.0588,2.96225293E-6,-4.1985
sp|P01210|PENK_HUMAN,P01210,PENK,2,2.53 (95% CI:0.97 to 6.59),2.5304,0.9717,6.5892,8.88628646E-2,1.3394
sp|P08195|4F2_HUMAN,P08195,SLC3A2,2,1.51 (95% CI:0.96 to 2.38),1.5071,0.9558,2.3764,1.05553894E-1,0.5918
sp|P15121|ALDR_HUMAN,P15121,AKR1B1,2,12.97 (95% CI:4.13 to 40.74),12.9728,4.1305,40.7441,8.69230789E-3,3.6974
sp|P25786|PSA1_HUMAN,P25786,PSMA1,2,31.63 (95% CI:26.67 to 37.51),31.6287,26.6701,37.5092,1.17225103E-5,4.9832
sp|P31751|AKT2_HUMAN,P31751,AKT2,2,12.66 (95% CI:6.12 to 26.21),12.6643,6.1191,26.2107,2.10786882E-3,3.6627
sp|P61952|GBG11_HUMAN,P61952,GNG11,2,3.37 (95% CI:2.29 to 4.94),3.3656,2.2938,4.9382,2.86107327E-3,1.7509
sp|P68402|PA1B2_HUMAN,P68402,PAFAH1B2,2,13.9 (95% CI:11.98 to 16.12),13.8985,11.9812,16.1225,1.62276635E-5,3.7969
sp|Q05655|KPCD_HUMAN,Q05655,PRKCD,2,12.78 (95% CI:11.44 to 14.26),12.7756,11.4422,14.2644,8.36138174E-6,3.6753
sp|Q13557|KCC2D_HUMAN,Q13557,CAMK2D,2,2.7 (95% CI:1.59 to 4.59),2.701,1.5901,4.5878,1.50842127E-2,1.4335
sp|Q15833|STXB2_HUMAN,Q15833,STXBP2,2,25.24 (95% CI:22.61 to 28.17),25.2372,22.6074,28.1729,4.93490543E-6,4.6575
sp|Q6GMR7|FAAH2_HUMAN,Q6GMR7,FAAH2,2,91.13 (95% CI:25.94 to 320.11),91.1262,25.9411,320.1089,1.92315593E-3,6.5098
sp|Q86UX7|URP2_HUMAN,Q86UX7,FERMT3,2,24.19 (95% CI:22.25 to 26.31),24.1938,22.2491,26.3085,2.96225293E-6,4.5966
sp|Q8TDC0|MYOZ3_HUMAN,Q8TDC0,MYOZ3,2,1323.21 (95% CI:0.05 to 38408395.94),1323.2124,0.0456,38408395.9441,1.76772764E-1,10.3698
sp|Q8WWV6|FCAMR_HUMAN,Q8WWV6,FCAMR,2,3.06 (95% CI:0.13 to 70.63),3.0601,0.1326,70.6268,4.45156812E-1,1.6136
sp|Q96SB3|NEB2_HUMAN,Q96SB3,PPP1R9B,2,6.36 (95% CI:3 to 13.47),6.3597,3.003,13.4685,6.44335458E-3,2.669
sp|Q99417|MYCBP_HUMAN,Q99417,MYCBP,2,1.12 (95% CI:0.51 to 2.44),1.1178,0.5128,2.4367,7.53739232E-1,0.1606
sp|Q99439|CNN2_HUMAN,Q99439,CNN2,2,21.31 (95% CI:18.6 to 24.42),21.3111,18.5965,24.422,8.85162153E-6,4.4135
sp|Q9BRJ2|RM45_HUMAN,Q9BRJ2,MRPL45,2,7.71 (95% CI:3.62 to 16.43),7.7141,3.6227,16.4263,4.77608445E-3,2.9475
sp|Q9BZF3|OSBL6_HUMAN,Q9BZF3,OSBPL6,2,75.17 (95% CI:54.04 to 104.58),75.1722,54.0351,104.5776,3.60901945E-5,6.2321
sp|Q9H2C0|GAN_HUMAN,Q9H2C0,GAN,2,0.86 (95% CI:0.54 to 1.37),0.8575,0.5363,1.371,4.77727622E-1,-0.2218
sp|Q9Y4F3|MARF1_HUMAN,Q9Y4F3,MARF1,2,5.65 (95% CI:3.66 to 8.72),5.649,3.6593,8.7204,1.37526227E-3,2.498
sp|A6NGU5|GGT3_HUMAN / sp|P19440|GGT1_HUMAN,A6NGU5 / P19440,GGT3P / GGT1,2,1.51 (95% CI:1.05 to 2.18),1.513,1.0493,2.1816,6.40838470E-2,0.5974
sp|O00237|RN103_HUMAN,O00237,RNF103,2,0.09 (95% CI:0.07 to 0.12),0.0932,0.0713,0.1219,1.13871699E-4,-3.4233
sp|O75381|PEX14_HUMAN,O75381,PEX14,2,2.51 (95% CI:0.67 to 9.31),2.5051,0.6741,9.3098,1.76772764E-1,1.3249
sp|O94907|DKK1_HUMAN,O94907,DKK1,2,5.58 (95% CI:2.42 to 12.85),5.5772,2.4207,12.8499,1.13038442E-2,2.4795
sp|P01137|TGFB1_HUMAN,P01137,TGFB1,2,35.99 (95% CI:32.75 to 39.54),35.9874,32.7534,39.5406,2.96225293E-6,5.1694
sp|P20073|ANXA7_HUMAN,P20073,ANXA7,2,9.16 (95% CI:6.31 to 13.31),9.1647,6.3087,13.3135,4.00081635E-4,3.1961
sp|P21741|MK_HUMAN,P21741,MDK,2,0.66 (95% CI:0.38 to 1.17),0.6628,0.3768,1.1659,1.64381319E-1,-0.5933
sp|P51812|KS6A3_HUMAN,P51812,RPS6KA3,2,0.85 (95% CI:0.71 to 1.03),0.8509,0.7055,1.0262,1.16513477E-1,-0.2329
sp|P60174|TPIS_HUMAN,P60174,TPI1,2,13.65 (95% CI:11.93 to 15.62),13.6468,11.9261,15.6157,1.29084535E-5,3.7705
sp|P61225|RAP2B_HUMAN,P61225,RAP2B,2,33.1 (95% CI:26.12 to 41.96),33.1014,26.1162,41.955,2.60353530E-5,5.0488
sp|Q00653|NFKB2_HUMAN,Q00653,NFKB2,2,2.13 (95% CI:0.63 to 7.23),2.1347,0.6302,7.2317,2.16154612E-1,1.0941
sp|Q14746|COG2_HUMAN,Q14746,COG2,2,6.54 (95% CI:2.6 to 16.44),6.5429,2.6038,16.4408,1.16725018E-2,2.7099
sp|Q6P1M0|S27A4_HUMAN,Q6P1M0,SLC27A4,2,10.06 (95% CI:6.88 to 14.69),10.056,6.884,14.6894,3.66473041E-4,3.33
sp|Q86VH2|KIF27_HUMAN,Q86VH2,KIF27,2,2147.45 (95% CI:0.16 to 28801065.27),2147.4456,0.1601,28801065.2704,1.33878291E-1,11.0684
sp|Q96L58|B3GT6_HUMAN,Q96L58,B3GALT6,2,2.75 (95% CI:0.1 to 75.86),2.7545,0.1,75.8614,5.00496172E-1,1.4618
sp|Q9H3U5|MFSD1_HUMAN,Q9H3U5,MFSD1,2,41.07 (95% CI:16.29 to 103.54),41.0722,16.2923,103.5411,1.34462685E-3,5.3601
sp|Q9NV70|EXOC1_HUMAN,Q9NV70,EXOC1,2,1.79 (95% CI:0.38 to 8.49),1.7921,0.3783,8.4905,4.22685073E-1,0.8417
sp|Q9UGM5|FETUB_HUMAN,Q9UGM5,FETUB,2,0.23 (95% CI:0.19 to 0.28),0.227,0.187,0.2755,1.77987134E-4,-2.1395
sp|O95249|GOSR1_HUMAN,O95249,GOSR1,2,10.95 (95% CI:7.18 to 16.72),10.9542,7.1752,16.7233,4.62591977E-4,3.4534
sp|P02788|TRFL_HUMAN,P02788,LTF,2,0.33 (95% CI:0.19 to 0.59),0.3348,0.191,0.5869,1.34220787E-2,-1.5787
sp|P43121|MUC18_HUMAN,P43121,MCAM,2,0.43 (95% CI:0.25 to 0.74),0.4313,0.253,0.7352,2.52810011E-2,-1.2133
sp|P49770|EI2BB_HUMAN,P49770,EIF2B2,2,2 (95% CI:0.65 to 6.19),2.0015,0.6474,6.1879,2.20234560E-1,1.0011
sp|P61106|RAB14_HUMAN,P61106,RAB14,2,33.77 (95% CI:26.3 to 43.37),33.7738,26.299,43.3731,2.97567646E-5,5.0778
sp|P62266|RS23_HUMAN,P62266,RPS23,2,22789.52 (95% CI:1.29 to 401676162.31),22789.5223,1.293,401676162.3077,7.74492218E-2,14.4761
sp|P62341|SELT_HUMAN,P62341,SELENOT,2,21.33 (95% CI:13.7 to 33.22),21.3296,13.6962,33.2172,2.45711179E-4,4.4148
sp|Q03154|ACY1_HUMAN,Q03154,ACY1,2,0.03 (95% CI:0.02 to 0.03),0.0272,0.0229,0.0324,1.08215863E-5,-5.1989
sp|Q05682|CALD1_HUMAN,Q05682,CALD1,2,23.34 (95% CI:20.13 to 27.06),23.3383,20.1268,27.0621,1.01901176E-5,4.5446
sp|Q13201|MMRN1_HUMAN,Q13201,MMRN1,2,22.71 (95% CI:18.49 to 27.9),22.7122,18.4901,27.8985,2.42317713E-5,4.5054
sp|Q5T1C6|THEM4_HUMAN,Q5T1C6,THEM4,2,22.79 (95% CI:1.97 to 263.81),22.7901,1.9688,263.81,4.62129958E-2,4.5103
sp|Q6NXT6|TAPT1_HUMAN,Q6NXT6,TAPT1,2,0.67 (95% CI:0.22 to 2.04),0.6671,0.2178,2.0435,4.38950441E-1,-0.5841
sp|Q6ZUX7|LHPL2_HUMAN,Q6ZUX7,LHFPL2,2,1.41 (95% CI:0.25 to 7.8),1.4076,0.2539,7.8034,6.55545583E-1,0.4933
sp|Q6ZXV5|TMTC3_HUMAN,Q6ZXV5,TMTC3,2,17.36 (95% CI:9.12 to 33.06),17.3613,9.1181,33.0567,9.76783031E-4,4.1178
sp|Q8IZ07|AN13A_HUMAN,Q8IZ07,ANKRD13A,2,4.55 (95% CI:0.7 to 29.78),4.5542,0.6964,29.784,1.33878291E-1,2.1872
sp|Q96BY6|DOC10_HUMAN,Q96BY6,DOCK10,2,4.12 (95% CI:2.32 to 7.32),4.1207,2.3186,7.3233,6.47026555E-3,2.0429
sp|Q96HS1|PGAM5_HUMAN,Q96HS1,PGAM5,2,3.02 (95% CI:0.64 to 14.3),3.0184,0.6372,14.2989,1.72459577E-1,1.5938
sp|Q96RQ3|MCCA_HUMAN,Q96RQ3,MCCC1,2,1.55 (95% CI:0.84 to 2.85),1.5489,0.8411,2.8523,1.69540731E-1,0.6313
sp|Q99471|PFD5_HUMAN,Q99471,PFDN5,2,2.7 (95% CI:0.93 to 7.8),2.6985,0.9338,7.7981,9.67423773E-2,1.4322
sp|Q9C037|TRIM4_HUMAN,Q9C037,TRIM4,2,1.21 (95% CI:0.21 to 7.05),1.2051,0.206,7.0488,8.20107365E-1,0.2692
sp|Q9H4M9|EHD1_HUMAN,Q9H4M9,EHD1,2,15.32 (95% CI:11.5 to 20.42),15.3222,11.4968,20.4204,9.16881120E-5,3.9376
sp|Q9H4X1|RGCC_HUMAN,Q9H4X1,RGCC,2,10.1 (95% CI:4.37 to 23.35),10.0959,4.3661,23.3451,4.48437740E-3,3.3357
sp|Q9NUP1|BL1S4_HUMAN,Q9NUP1,BLOC1S4,2,4.15 (95% CI:0.55 to 31.48),4.1484,0.5467,31.4808,1.76084459E-1,2.0526
sp|Q9P015|RM15_HUMAN,Q9P015,MRPL15,2,170.73 (95% CI:4.66 to 6259.27),170.7266,4.6567,6259.2673,3.36666149E-2,7.4155
sp|Q9P2E9|RRBP1_HUMAN,Q9P2E9,RRBP1,2,0.91 (95% CI:0.22 to 3.76),0.9109,0.2207,3.7596,8.91859270E-1,-0.1347
sp|O60704|TPST2_HUMAN,O60704,TPST2,2,7.57 (95% CI:4.73 to 12.12),7.573,4.7302,12.1242,1.07783987E-3,2.9209
sp|O94986|CE152_HUMAN,O94986,CEP152,2,0.35 (95% CI:0.09 to 1.4),0.348,0.0867,1.3961,1.51564962E-1,-1.523
sp|P03952|KLKB1_HUMAN,P03952,KLKB1,2,0.13 (95% CI:0.1 to 0.16),0.13,0.1042,0.1622,1.00780878E-4,-2.9432
sp|P15104|GLNA_HUMAN,P15104,GLUL,2,1.92 (95% CI:1.32 to 2.78),1.9177,1.3235,2.7785,1.84006698E-2,0.9393
