Protein Name,Gene Name,AD ROC,AD q-value,AD direction,PDD ROC,PDD q-value,PDD direction,PD-noMCI ROC,PD-noMCI q-value,PD-noMCI direction,HC ROC,HC q-value,HC direction,Dementia ROC,Dementia q-value,Dementia direction,Parkinson's ROC,Parkinson's q-value,Parkinson's direction
sp|O14960|LECT2_HUMAN,LECT2,0.523333333,0.91571773,decreased,0.536666667,0.922960873,decreased,0.623333333,0.510914218,increased,0.563333333,0.996900209,decreased,0.545,0.832412337,decreased,0.565,0.673419216,increased
sp|Q96S97|MYADM_HUMAN,MYADM,0.536666667,0.860882397,decreased,0.523333333,0.954854768,decreased,0.593333333,0.619664707,increased,0.533333333,0.996900209,decreased,0.545,0.832412337,decreased,0.5525,0.737960087,increased
sp|Q07817|B2CL1_HUMAN,B2CL1,0.57,0.702858937,decreased,0.51,0.983073469,increased,0.52,0.932451087,increased,0.54,0.996900209,increased,0.545,0.832412337,decreased,0.5225,0.896177741,increased
sp|O60884|DNJA2_HUMAN,DNJA2,0.5,1,decreased,0.56,0.859905941,decreased,0.583333333,0.649143772,increased,0.523333333,0.996900209,decreased,0.545,0.832412337,decreased,0.5175,0.92307224,increased
sp|Q12907|LMAN2_HUMAN,LMAN2,0.55,0.799788994,increased,0.643333333,0.572098382,decreased,0.6,0.591265295,increased,0.506666667,0.996900209,decreased,0.57,0.729315601,decreased,0.5325,0.839129704,decreased
sp|O43505|B4GA1_HUMAN,B4GA1,0.536666667,0.860882397,decreased,0.523333333,0.954854768,decreased,0.5,1,decreased,0.56,0.996900209,increased,0.545,0.832412337,decreased,0.5175,0.92307224,decreased
sp|O95563|MPC2_HUMAN,MPC2,0.55,0.799788994,increased,0.636666667,0.59256787,decreased,0.626666667,0.499364893,increased,0.54,0.996900209,decreased,0.565,0.74795129,decreased,0.5075,0.97479101,decreased
sp|P51858|HDGF_HUMAN,HDGF,0.613333333,0.500799996,decreased,0.673333333,0.460502445,increased,0.583333333,0.649143772,increased,0.643333333,0.996900209,decreased,0.545,0.832412337,increased,0.6925,0.145549278,increased
tr|A0A075B6W8|A0A075B6W8_HUMAN,A0A075B6W8,0.54,0.84451972,decreased,0.6,0.730173911,increased,0.503333333,0.992623502,decreased,0.556666667,0.996900209,decreased,0.545,0.832412337,increased,0.5725,0.633544158,increased
sp|P00747|PLMN_HUMAN,PLMN,0.55,0.799788994,increased,0.53,0.935104022,decreased,0.53,0.886335439,increased,0.55,0.996900209,decreased,0.515,0.954224132,increased,0.5,1,decreased
sp|P11362|FGFR1_HUMAN,FGFR1,0.536666667,0.860882397,decreased,0.596666667,0.745137136,increased,0.546666667,0.811452395,decreased,0.513333333,0.996900209,decreased,0.545,0.832412337,increased,0.5375,0.814472066,increased
sp|P62241|RS8_HUMAN,RS8,0.806666667,0.048967261,decreased,0.863333333,0.104719773,increased,0.663333333,0.380155866,increased,0.72,0.996900209,decreased,0.5425,0.841376357,increased,0.895,0.001258261,increased
sp|Q7Z7M8|B3GN8_HUMAN,B3GN8,0.84,0.031853772,decreased,0.783333333,0.198601438,increased,0.693333333,0.3204817,increased,0.636666667,0.996900209,decreased,0.5425,0.841376357,decreased,0.8575,0.003526706,increased
sp|Q15293|RCN1_HUMAN,RCN1,0.55,0.799788994,increased,0.533333333,0.934120519,decreased,0.513333333,0.956207301,decreased,0.503333333,0.996900209,decreased,0.5125,0.964449385,increased,0.535,0.825220622,decreased
sp|Q6UXD5|SE6L2_HUMAN,SE6L2,0.55,0.799788994,increased,0.596666667,0.745137136,increased,0.663333333,0.380155866,decreased,0.516666667,0.996900209,increased,0.61,0.595893132,increased,0.55,0.752305046,decreased
sp|Q92187|SIA8D_HUMAN,SIA8D,0.55,0.799788994,increased,0.606666667,0.700889568,decreased,0.503333333,0.992623502,decreased,0.56,0.996900209,increased,0.5425,0.841376357,decreased,0.5825,0.583568433,decreased
sp|P05060|SCG1_HUMAN,SCG1,0.666666667,0.308214406,decreased,0.723333333,0.315106922,increased,0.63,0.48677294,increased,0.686666667,0.996900209,decreased,0.5425,0.841376357,increased,0.765,0.036542207,increased
sp|Q6ZRS2|SRCAP_HUMAN,SRCAP,0.55,0.799788994,increased,0.576666667,0.815722066,increased,0.536666667,0.860031723,decreased,0.59,0.996900209,decreased,0.595,0.630765383,increased,0.53,0.852120041,increased
sp|Q9Y285|SYFA_HUMAN,SYFA,0.55,0.799788994,increased,0.516666667,0.96525993,decreased,0.623333333,0.510914218,decreased,0.59,0.996900209,increased,0.525,0.918757282,increased,0.605,0.468271493,decreased
sp|P54136|SYRC_HUMAN,SYRC,0.55,0.799788994,increased,0.71,0.356120505,decreased,0.576666667,0.672885683,increased,0.583333333,0.996900209,increased,0.62,0.578001502,decreased,0.6,0.497002936,decreased
sp|P49591|SYSC_HUMAN,SYSC,0.55,0.799788994,increased,0.586666667,0.778105369,increased,0.51,0.970909944,increased,0.646666667,0.996900209,decreased,0.6025,0.609816225,increased,0.5725,0.633544158,increased
sp|O00560|SDCB1_HUMAN,SDCB1,0.75,0.112995125,decreased,0.806666667,0.172229678,increased,0.513333333,0.956207301,increased,0.57,0.996900209,decreased,0.5425,0.841376357,increased,0.74,0.057612408,increased
sp|Q3LXA3|TKFC_HUMAN,TKFC,0.55,0.799788994,increased,0.623333333,0.636459379,decreased,0.7,0.309956878,increased,0.626666667,0.996900209,decreased,0.555,0.783587075,decreased,0.5575,0.713644274,increased
sp|O75954|TSN9_HUMAN,TSN9,0.55,0.799788994,increased,0.566666667,0.84677824,decreased,0.54,0.843674355,decreased,0.556666667,0.996900209,increased,0.5125,0.964449385,decreased,0.58,0.596603645,decreased
sp|P10645|CMGA_HUMAN,CMGA,0.686666667,0.244312884,decreased,0.743333333,0.273065966,increased,0.536666667,0.860031723,increased,0.593333333,0.996900209,decreased,0.5425,0.841376357,increased,0.71,0.104682375,increased
sp|Q70CQ4|UBP31_HUMAN,UBP31,0.55,0.799788994,increased,0.536666667,0.922960873,increased,0.59,0.632390677,decreased,0.503333333,0.996900209,increased,0.565,0.74795129,increased,0.54,0.802007185,decreased
sp|Q06136|KDSR_HUMAN,KDSR,0.626666667,0.453713251,decreased,0.683333333,0.423268286,increased,0.58,0.66218869,increased,0.636666667,0.996900209,decreased,0.5425,0.841376357,increased,0.6975,0.133446788,increased
sp|P12081|HARS1_HUMAN,HARS1,0.623333333,0.466139263,decreased,0.68,0.439416774,increased,0.576666667,0.672885683,increased,0.633333333,0.996900209,decreased,0.5425,0.841376357,increased,0.6925,0.145549278,increased
sp|Q02809|PLOD1_HUMAN,PLOD1,0.696666667,0.21687892,decreased,0.64,0.586177234,increased,0.58,0.66218869,increased,0.523333333,0.996900209,decreased,0.5425,0.841376357,decreased,0.665,0.212429069,increased
sp|Q12904|AIMP1_HUMAN,AIMP1,0.546666667,0.815226592,increased,0.626666667,0.6258633,increased,0.696666667,0.310251449,decreased,0.523333333,0.996900209,increased,0.63,0.568701462,increased,0.5525,0.737960087,decreased
sp|Q15389|ANGP1_HUMAN,ANGP1,0.546666667,0.815226592,increased,0.53,0.935104022,decreased,0.6,0.591265295,decreased,0.583333333,0.996900209,increased,0.5125,0.964449385,increased,0.5975,0.510957242,decreased
sp|Q92572|AP3S1_HUMAN,AP3S1,0.546666667,0.815226592,increased,0.573333333,0.825762735,decreased,0.503333333,0.992623502,increased,0.523333333,0.996900209,increased,0.52,0.936789459,decreased,0.5525,0.737960087,decreased
sp|Q9HDC9|APMAP_HUMAN,APMAP,0.546666667,0.815226592,increased,0.563333333,0.856571267,increased,0.69,0.321245666,decreased,0.58,0.996900209,increased,0.5825,0.681575709,increased,0.595,0.521342284,decreased
sp|Q9P2T1|GMPR2_HUMAN,GMPR2,0.63,0.438294329,decreased,0.573333333,0.825762735,increased,0.623333333,0.510914218,increased,0.566666667,0.996900209,decreased,0.5425,0.841376357,decreased,0.6475,0.278587344,increased
sp|Q16401|PSMD5_HUMAN,PSMD5,0.693333333,0.225272283,decreased,0.636666667,0.59256787,increased,0.536666667,0.860031723,increased,0.52,0.996900209,increased,0.5425,0.841376357,decreased,0.63,0.3536022,increased
sp|P49589|SYCC_HUMAN,SYCC,0.58,0.651059468,decreased,0.636666667,0.59256787,increased,0.516666667,0.942954422,increased,0.573333333,0.996900209,decreased,0.5425,0.841376357,increased,0.615,0.418759506,increased
sp|Q32MK0|MYLK3_HUMAN / sp|Q86YV6|MYLK4_HUMAN / sp|Q9H1R3|MYLK2_HUMAN,MYLK3,0.52,0.928173789,decreased,0.536666667,0.922960873,decreased,0.583333333,0.649143772,decreased,0.64,0.996900209,increased,0.5425,0.841376357,decreased,0.59,0.5451605,decreased
